iter	RMSE
139	5.065444804
140	5.058663175
141	5.052015898
142	5.045493409
143	5.037479352
144	5.031185383
145	5.028385685
146	5.021771031
147	5.016030859
148	5.0121536
149	5.006864078
150	5.000725494
151	4.997453117
152	4.993188587
153	4.989582766
154	4.985155096
155	4.97747186
156	4.970323021
157	4.966434899
158	4.962381507
159	4.955646281
160	4.951553665
161	4.949079024
162	4.944722542
163	4.93642068
164	4.933963264
165	4.927793468
166	4.924477813
167	4.917339074
168	4.914380673
169	4.911084704
170	4.908725568
171	4.906687675
172	4.90380161
173	4.896183884
174	4.892799468
175	4.889756122
176	4.886957528
177	4.880092297
178	4.875805563
179	4.869722947
180	4.865405981
181	4.860918573
182	4.856780674
183	4.851391906
184	4.848269017
185	4.842559628
186	4.836986385
187	4.832421112
188	4.829358666
189	4.825841676
190	4.819377895
191	4.816441475
192	4.811886903
193	4.808764812
194	4.805563342
195	4.803613757
196	4.80148089
197	4.797661216
198	4.792359941
199	4.787958869
200	4.7838639
201	4.780849903
202	4.777315231
203	4.774381201
204	4.770254146
205	4.767580329
206	4.765193517
207	4.763684921
208	4.75928002
209	4.755674474
210	4.753289163
211	4.748589934
212	4.743793786
213	4.737681036
214	4.733403013
215	4.728924423
216	4.726574717
217	4.723370074
218	4.718745716
219	4.715974523
220	4.713266772
221	4.711223827
222	4.704915718
223	4.703213359
224	4.699464911
225	4.696215119
226	4.694135586
227	4.690165295
228	4.684831865
229	4.682375231
230	4.679717959
231	4.67455704
232	4.669195859
233	4.667177038
234	4.664508337
235	4.66105127
236	4.658710096
237	4.655571231
238	4.650406054
239	4.645606701
240	4.643537193
241	4.636597123
242	4.634016797
243	4.631853041
244	4.627280688
245	4.625024153
246	4.623117499
247	4.621194265
248	4.615508059
249	4.611685168
250	4.610392276
251	4.608913901
252	4.601606056
253	4.597470867
254	4.595844536
255	4.593028964
256	4.589959707
257	4.586564133
258	4.583213894
259	4.581789598
260	4.580820748
261	4.578544855
262	4.575051608
263	4.568069674
264	4.565010981
265	4.563952872
266	4.559730238
267	4.557727625
268	4.552095599
269	4.545646932
270	4.543183383
271	4.539356391
272	4.537898968
273	4.534311224
274	4.530360553
275	4.528510274
276	4.524218858
277	4.52112143
278	4.519287109
279	4.516155058
280	4.511157987
281	4.508035797
282	4.504482763
283	4.498877446
284	4.496876472
285	4.495160884
286	4.489977052
287	4.488528265
288	4.485188332
289	4.48084806
290	4.478007073
291	4.476129857
292	4.473896797
293	4.471537865
294	4.466142913
295	4.46196922
296	4.460457694
297	4.457106215
298	4.455963174
299	4.449858623
300	4.446982318
301	4.439973765
302	4.438939343
303	4.434557005
304	4.431756964
305	4.427641425
306	4.425712231
307	4.421599384
308	4.417946372
309	4.415771555
310	4.414707028
311	4.413883588
312	4.406486307
313	4.404528053
314	4.402850124
315	4.397413735
316	4.3957976
317	4.394333152
318	4.392802817
319	4.390301878
320	4.389225983
321	4.38699678
322	4.385012446
323	4.382074385
324	4.378331128
325	4.371309672
326	4.368716643
327	4.365922599
328	4.363591234
329	4.362234251
330	4.361057954
331	4.358249026
332	4.354084096
333	4.350273149
334	4.34708907
335	4.345831061
336	4.3448455
337	4.341448566
338	4.340930743
339	4.33906147
340	4.3358876
341	4.331131865
342	4.327654882
343	4.321934908
344	4.317186672
345	4.314711986
346	4.31420732
347	4.310008374
348	4.307766362
349	4.30310546
350	4.298205459
351	4.295382616
352	4.292040233
353	4.29166035
354	4.286870197
355	4.283035798
356	4.279994288
357	4.274818289
358	4.273675756
359	4.271192464
360	4.270822431
361	4.269168034
362	4.266723098
363	4.265579251
364	4.261112943
365	4.260639983
366	4.260273386
367	4.259926303
368	4.254670621
369	4.251122798
370	4.247271484
371	4.242874126
372	4.239338678
373	4.237051811
374	4.23127965
375	4.22869469
376	4.227918518
377	4.225029573
378	4.222177802
379	4.220494773
380	4.216579657
381	4.210401349
382	4.20684359
383	4.20308325
384	4.200896283
385	4.196191799
386	4.19475544
387	4.192199491
388	4.188374159
389	4.184806113
390	4.181187535
391	4.180700242
392	4.179919052
393	4.177888155
394	4.174689244
395	4.169877425
396	4.168967685
397	4.167249274
398	4.163229825
399	4.160168824
400	4.157651594
401	4.152878868
402	4.150025957
403	4.148015495
404	4.144506813
405	4.143941506
406	4.139875171
407	4.139420009
408	4.13828203
409	4.134719179
410	4.130104867
411	4.129523666
412	4.124668359
413	4.123881611
414	4.119064857
415	4.118669944
416	4.113394374
417	4.108389426
418	4.103920874
419	4.103731985
420	4.102738135
421	4.101782816
422	4.101107288
423	4.100239649
424	4.097427818
425	4.097042931
426	4.094339437
427	4.092394307
428	4.090052
429	4.087978137
430	4.083722743
431	4.080395239
432	4.07777663
433	4.073373796
434	4.069960615
435	4.064032985
436	4.06257612
437	4.060887868
438	4.058576978
439	4.057983919
440	4.055764849
441	4.052854552
442	4.048072649
443	4.04512168
444	4.042724296
445	4.041952292
446	4.037749522
447	4.034466653
448	4.034086937
449	4.031963951
450	4.029600488
451	4.029317991
452	4.025701522
453	4.022451217
454	4.019955951
455	4.017887906
456	4.015120136
457	4.010981218
458	4.008697059
459	4.007609854
460	4.003474959
461	4.001771791
462	3.999047449
463	3.995244202
464	3.994581022
465	3.992786414
466	3.988090876
467	3.987382012
468	3.98402389
469	3.983470542
470	3.981169187
471	3.980899702
472	3.977494908
473	3.972879583
474	3.970607815
475	3.966337557
476	3.963094754
477	3.961915289
478	3.957695099
479	3.953948087
480	3.949909759
481	3.949137846
482	3.945324038
483	3.94144092
484	3.937297374
485	3.93660003
486	3.934110377
487	3.932766318
488	3.930323938
489	3.927565758
490	3.925678108
491	3.923270528
492	3.921935937
493	3.919182752
494	3.915176297
495	3.912986043
496	3.909559071
497	3.908954643
498	3.907533961
499	3.905245763
500	3.903487734
501	3.898879963
502	3.898237872
503	3.894858161
504	3.891299858
505	3.890807526
506	3.887363686
507	3.883250322
508	3.882117573
509	3.879307307
510	3.874022736
511	3.871688567
512	3.870790435
513	3.866728429
514	3.864410638
515	3.861831941
516	3.858595494
517	3.8570979
518	3.854524984
519	3.852979971
520	3.84875127
521	3.845625585
522	3.84478757
523	3.840789551
524	3.838445733
525	3.834240379
526	3.832056976
527	3.831350634
528	3.828073217
529	3.826064843
530	3.825818665
531	3.822027176
532	3.819762213
533	3.818120698
534	3.814288158
535	3.814037534
536	3.812602989
537	3.811889558
538	3.810536893
539	3.807041642
540	3.804480568
541	3.80080547
542	3.797298847
543	3.796753164
544	3.793519345
545	3.791304939
546	3.788928669
547	3.788802725
548	3.785747241
549	3.783827656
550	3.783256832
551	3.78144606
552	3.781211223
553	3.777864107
554	3.773783663
555	3.772119401
556	3.771980698
557	3.769464282
558	3.768724591
559	3.766100249
560	3.765873256
561	3.765747099
562	3.763655353
563	3.761069542
564	3.7608395
565	3.757468286
566	3.753982819
567	3.751079426
568	3.747761956
569	3.744503851
570	3.742458239
571	3.738767997
572	3.735309859
573	3.732054795
574	3.731502732
575	3.729345968
576	3.72444501
577	3.721431404
578	3.718596833
579	3.715813812
580	3.713469242
581	3.710628301
582	3.708497529
583	3.707779533
584	3.704402741
585	3.702291793
586	3.699101363
587	3.69865514
588	3.696366305
589	3.692956419
590	3.691579424
591	3.689461626
592	3.689237342
593	3.687250575
594	3.685736987
595	3.683381239
596	3.68090866
597	3.678128263
598	3.67632776
599	3.673931014
600	3.670974114
601	3.667616333
602	3.665159459
603	3.665028475
604	3.664401538
605	3.66321815
606	3.661430812
607	3.660315901
608	3.658936307
609	3.658821899
610	3.658041726
611	3.654796574
612	3.650261349
613	3.648735261
614	3.645708512
615	3.64366385
616	3.641964635
617	3.637680165
618	3.637485056
619	3.636344529
620	3.636231407
621	3.636103934
622	3.633183131
623	3.631489241
624	3.629511653
625	3.627302751
626	3.625748749
627	3.622236825
628	3.620281826
629	3.6197778
630	3.617087498
631	3.615446869
632	3.613709452
633	3.610815099
634	3.608229066
635	3.608137401
636	3.605436976
637	3.602285539
638	3.599364648
639	3.597414146
640	3.597287273
641	3.59489014
642	3.593496483
643	3.590889304
644	3.588522152
645	3.586380055
646	3.584462947
647	3.581511221
648	3.579193009
649	3.577187387
650	3.574168075
651	3.572789827
652	3.570917767
653	3.569166611
654	3.565868561
655	3.564239109
656	3.562280251
657	3.559379021
658	3.559276733
659	3.555305924
660	3.554785516
661	3.554130732
662	3.554042441
663	3.552108128
664	3.550207269
665	3.550100059
666	3.548978547
667	3.54762426
668	3.546320349
669	3.545670812
670	3.545045876
671	3.542486447
672	3.541033251
673	3.539329683
674	3.537656809
675	3.537050312
676	3.533231764
677	3.532906388
678	3.530126873
679	3.528486786
680	3.526861948
681	3.522819676
682	3.522088247
683	3.519738859
684	3.516300862
685	3.515348519
686	3.511704007
687	3.510940254
688	3.510511317
689	3.507201448
690	3.507020914
691	3.50693557
692	3.504730048
693	3.502118904
694	3.499807699
695	3.49566312
696	3.493316631
697	3.490804312
698	3.489123842
699	3.486841603
700	3.484920168
701	3.482821537
702	3.480176862
703	3.479691135
704	3.477936036
705	3.47672313
706	3.475344656
707	3.474049268
708	3.471910526
709	3.471745112
710	3.471590336
711	3.467555626
712	3.464709515
713	3.461556096
714	3.457220853
715	3.45706472
716	3.456381904
717	3.455731091
718	3.454174827
719	3.451697918
720	3.449538788
721	3.447758946
722	3.447566974
723	3.444010948
724	3.443097026
725	3.440749043
726	3.440030615
727	3.439601825
728	3.438443909
729	3.434834551
730	3.430651759
731	3.429200778
732	3.429047542
733	3.42779359
734	3.427415241
735	3.426961015
736	3.424111273
737	3.421011486
738	3.417774776
739	3.414939383
740	3.412005252
741	3.411026621
742	3.410725396
743	3.409856729
744	3.408903322
745	3.40813933
746	3.406725875
747	3.405417952
748	3.403977594
749	3.401482962
750	3.396781419
751	3.396596886
752	3.394474804
753	3.393167483
754	3.392781634
755	3.389689519
756	3.38807531
757	3.385782996
758	3.382897422
759	3.380237941
760	3.37714803
761	3.373962033
762	3.370922407
763	3.370645418
764	3.369962661
765	3.367682546
766	3.366675282
767	3.363770638
768	3.361460857
769	3.358554369
770	3.357290444
771	3.357124152
772	3.356784469
773	3.355865851
774	3.353673236
775	3.349935417
776	3.348990596
777	3.348738476
778	3.346607988
779	3.34411441
780	3.340905205
781	3.339216026
782	3.338065605
783	3.337657895
784	3.33542971
785	3.333113942
786	3.330159364
787	3.329038986
788	3.327589505
789	3.326899835
790	3.326766052
791	3.324810524
792	3.323448231
793	3.318972776
794	3.314738867
795	3.314415821
796	3.312150778
797	3.312091543
798	3.309304
799	3.307240328
800	3.305600967
801	3.304712086
802	3.302668251
803	3.302183842
804	3.301919507
805	3.300324502
806	3.298937033
807	3.296905409
808	3.296837732
809	3.294639052
810	3.294429577
811	3.29196013
812	3.290760174
813	3.290410523
814	3.288080362
815	3.286561165
816	3.284613234
817	3.282400619
818	3.282345799
819	3.281623887
820	3.27919314
821	3.277049381
822	3.275777925
823	3.274215496
824	3.273713014
825	3.272305442
826	3.268111898
827	3.267821268
828	3.26554153
829	3.263842963
830	3.262367425
831	3.260824973
832	3.258988473
833	3.257894973
834	3.257839328
835	3.256117314
836	3.254613028
837	3.253224989
838	3.251337948
839	3.250259236
840	3.24978557
841	3.249460768
842	3.248408825
843	3.247923983
844	3.246446659
845	3.244663532
846	3.244169954
847	3.242549026
848	3.240264325
849	3.240146334
850	3.239860727
851	3.237195911
852	3.237034505
853	3.236005094
854	3.234190391
855	3.232949434
856	3.232048209
857	3.231648372
858	3.230367034
859	3.228854918
860	3.228737461
861	3.225338756
862	3.225284971
863	3.225088297
864	3.223240017
865	3.219427945
866	3.218427513
867	3.216393248
868	3.214128714
869	3.212196782
870	3.211878899
871	3.210069272
872	3.209875232
873	3.20977555
874	3.20783898
875	3.207726444
876	3.207319853
877	3.205099381
878	3.203548064
879	3.199895265
880	3.198216625
881	3.1978516
882	3.195730814
883	3.195619589
884	3.194089104
885	3.193052661
886	3.19098468
887	3.188141918
888	3.188038374
889	3.186383058
890	3.185838754
891	3.18517622
892	3.182592589
893	3.179902831
894	3.177904465
895	3.177227209
896	3.176764145
897	3.174340537
898	3.173924902
899	3.173845073
900	3.173652343
901	3.17187496
902	3.169857242
903	3.167130643
904	3.165909774
905	3.165656795
906	3.164038507
907	3.16197051
908	3.161866876
909	3.161474755
910	3.160789859
911	3.159228682
912	3.157776737
913	3.156688752
914	3.153273538
915	3.15104875
916	3.148510702
917	3.148195878
918	3.147840233
919	3.145823636
920	3.145403759
921	3.145363129
922	3.145233217
923	3.144931454
924	3.143006526
925	3.141759755
926	3.139014735
927	3.138114368
928	3.133890758
929	3.1322056
930	3.13036004
931	3.128525981
932	3.12581022
933	3.124570905
934	3.123070521
935	3.121978222
936	3.121486744
937	3.119370925
938	3.117857588
939	3.116045262
940	3.115719382
941	3.11543932
942	3.11259958
943	3.111180952
944	3.110146393
945	3.109414503
946	3.108025845
947	3.106745009
948	3.103666897
949	3.10207351
950	3.098525272
951	3.09666704
952	3.094945358
953	3.094263575
954	3.093800384
955	3.092620169
956	3.090460584
957	3.08904654
958	3.087999918
959	3.08709047
960	3.085382603
961	3.082730532
962	3.082637957
963	3.081511524
964	3.079087711
965	3.07733821
966	3.075647232
967	3.074010705
968	3.072920412
969	3.070148801
970	3.068880912
971	3.066460402
972	3.065429919
973	3.064847724
974	3.064496448
975	3.062767559
976	3.059418341
977	3.05706303
978	3.05410889
979	3.052464373
980	3.050848957
981	3.050697401
982	3.049343417
983	3.048642132
984	3.04827121
985	3.045306565
986	3.045115566
987	3.043965456
988	3.042871327
989	3.042763847
990	3.041297699
991	3.039890246
992	3.039627944
993	3.038215777
994	3.037254032
995	3.036194012
996	3.036167963
997	3.034115921
998	3.032543318
999	3.032025709
